order_id,timestamp,category,item_id,item_name,quantity,unit_price,total_amount,day_type
ORD2026051000782,2026-05-10 14:45:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000783,2026-05-10 13:15:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000784,2026-05-10 13:50:00,Beverages,ITEM063,Horlicks,1,25,25,normal
ORD2026051000785,2026-05-10 14:00:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000786,2026-05-10 12:36:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000787,2026-05-10 11:51:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000788,2026-05-10 10:41:00,Beverages,ITEM079,Chocolate Milkshake,1,50,50,normal
ORD2026051000789,2026-05-10 12:04:00,Beverages,ITEM064,Boost,1,25,25,normal
ORD2026051000790,2026-05-10 11:46:00,Beverages,ITEM067,Black Coffee,1,25,25,normal
ORD2026051000791,2026-05-10 16:35:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000792,2026-05-10 13:07:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000793,2026-05-10 11:20:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000794,2026-05-10 11:41:00,Beverages,ITEM076,Mango Milkshake,1,50,50,normal
ORD2026051000795,2026-05-10 13:49:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000796,2026-05-10 12:17:00,Beverages,ITEM070,Grape Juice,1,40,40,normal
ORD2026051000797,2026-05-10 15:16:00,Beverages,ITEM062,Milk,3,20,60,normal
ORD2026051000798,2026-05-10 13:47:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000799,2026-05-10 14:35:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000800,2026-05-10 11:24:00,Beverages,ITEM062,Milk,1,20,20,normal
ORD2026051000801,2026-05-10 14:39:00,Beverages,ITEM078,Strawberry Milkshake,1,50,50,normal
ORD2026051000802,2026-05-10 13:56:00,Beverages,ITEM060,Tea,2,20,40,normal
ORD2026051000803,2026-05-10 12:46:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000804,2026-05-10 11:36:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000805,2026-05-10 13:08:00,Beverages,ITEM064,Boost,1,25,25,normal
ORD2026051000806,2026-05-10 14:19:00,Beverages,ITEM064,Boost,1,25,25,normal
ORD2026051000807,2026-05-10 13:48:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000808,2026-05-10 12:02:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000809,2026-05-10 11:50:00,Beverages,ITEM071,Watermelon Juice,2,40,80,normal
ORD2026051000810,2026-05-10 11:21:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000811,2026-05-10 12:21:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000812,2026-05-10 14:04:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000813,2026-05-10 13:00:00,Beverages,ITEM064,Boost,2,25,50,normal
ORD2026051000814,2026-05-10 16:10:00,Beverages,ITEM067,Black Coffee,3,25,75,normal
ORD2026051000815,2026-05-10 14:02:00,Beverages,ITEM075,Cut Fruit Bowl,1,40,40,normal
ORD2026051000816,2026-05-10 09:11:00,Beverages,ITEM063,Horlicks,2,25,50,normal
ORD2026051000817,2026-05-10 12:05:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000818,2026-05-10 12:33:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000819,2026-05-10 11:28:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000820,2026-05-10 13:42:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000821,2026-05-10 11:49:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000822,2026-05-10 11:22:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000823,2026-05-10 15:28:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000824,2026-05-10 13:58:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000825,2026-05-10 15:56:00,Beverages,ITEM067,Black Coffee,4,25,100,normal
ORD2026051000826,2026-05-10 09:38:00,Beverages,ITEM066,Green Tea,1,30,30,normal
ORD2026051000827,2026-05-10 13:57:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000828,2026-05-10 11:48:00,Beverages,ITEM064,Boost,1,25,25,normal
ORD2026051000829,2026-05-10 11:08:00,Beverages,ITEM064,Boost,1,25,25,normal
ORD2026051000830,2026-05-10 13:19:00,Beverages,ITEM061,Coffee,3,25,75,normal
ORD2026051000831,2026-05-10 12:55:00,Beverages,ITEM060,Tea,3,20,60,normal
ORD2026051000832,2026-05-10 10:19:00,Beverages,ITEM067,Black Coffee,1,25,25,normal
ORD2026051000833,2026-05-10 13:38:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000834,2026-05-10 13:34:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000835,2026-05-10 12:47:00,Beverages,ITEM062,Milk,1,20,20,normal
ORD2026051000836,2026-05-10 15:48:00,Beverages,ITEM065,Lemon Tea,1,30,30,normal
ORD2026051000837,2026-05-10 13:44:00,Beverages,ITEM064,Boost,2,25,50,normal
ORD2026051000838,2026-05-10 11:30:00,Beverages,ITEM062,Milk,3,20,60,normal
ORD2026051000839,2026-05-10 13:57:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000840,2026-05-10 13:54:00,Beverages,ITEM064,Boost,1,25,25,normal
ORD2026051000841,2026-05-10 11:36:00,Beverages,ITEM064,Boost,1,25,25,normal
ORD2026051000842,2026-05-10 13:49:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000843,2026-05-10 11:21:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000844,2026-05-10 11:48:00,Beverages,ITEM060,Tea,4,20,80,normal
ORD2026051000845,2026-05-10 14:48:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000846,2026-05-10 11:51:00,Beverages,ITEM062,Milk,1,20,20,normal
ORD2026051000847,2026-05-10 11:43:00,Beverages,ITEM070,Grape Juice,1,40,40,normal
ORD2026051000848,2026-05-10 12:49:00,Beverages,ITEM062,Milk,1,20,20,normal
ORD2026051000849,2026-05-10 12:44:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000850,2026-05-10 09:10:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000851,2026-05-10 12:19:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000852,2026-05-10 14:54:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000853,2026-05-10 11:44:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000854,2026-05-10 11:21:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000855,2026-05-10 11:26:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000856,2026-05-10 10:46:00,Beverages,ITEM067,Black Coffee,2,25,50,normal
ORD2026051000857,2026-05-10 13:37:00,Beverages,ITEM062,Milk,4,20,80,normal
ORD2026051000858,2026-05-10 13:59:00,Beverages,ITEM067,Black Coffee,2,25,50,normal
ORD2026051000859,2026-05-10 12:54:00,Beverages,ITEM062,Milk,1,20,20,normal
ORD2026051000860,2026-05-10 11:54:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000861,2026-05-10 11:43:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000862,2026-05-10 12:20:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000863,2026-05-10 12:05:00,Beverages,ITEM063,Horlicks,1,25,25,normal
ORD2026051000864,2026-05-10 14:09:00,Beverages,ITEM067,Black Coffee,1,25,25,normal
ORD2026051000865,2026-05-10 13:58:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000866,2026-05-10 15:53:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000867,2026-05-10 11:50:00,Beverages,ITEM062,Milk,1,20,20,normal
ORD2026051000868,2026-05-10 11:37:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000869,2026-05-10 11:31:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000870,2026-05-10 14:13:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000871,2026-05-10 12:23:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000872,2026-05-10 13:31:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000873,2026-05-10 15:05:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000874,2026-05-10 12:04:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000875,2026-05-10 11:11:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000876,2026-05-10 10:50:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000877,2026-05-10 11:27:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000878,2026-05-10 12:36:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000879,2026-05-10 13:44:00,Beverages,ITEM064,Boost,1,25,25,normal
ORD2026051000880,2026-05-10 11:48:00,Beverages,ITEM063,Horlicks,1,25,25,normal
ORD2026051000881,2026-05-10 13:41:00,Beverages,ITEM062,Milk,2,20,40,normal
ORD2026051000882,2026-05-10 14:16:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000883,2026-05-10 11:32:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000884,2026-05-10 14:13:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000885,2026-05-10 11:39:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000886,2026-05-10 12:46:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000887,2026-05-10 11:53:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000888,2026-05-10 12:59:00,Beverages,ITEM078,Strawberry Milkshake,1,50,50,normal
ORD2026051000889,2026-05-10 11:29:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000890,2026-05-10 13:37:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000891,2026-05-10 12:13:00,Beverages,ITEM062,Milk,1,20,20,normal
ORD2026051000892,2026-05-10 10:03:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000893,2026-05-10 13:13:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000894,2026-05-10 13:51:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000895,2026-05-10 11:47:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000896,2026-05-10 13:59:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000897,2026-05-10 16:56:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000898,2026-05-10 12:17:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000899,2026-05-10 11:19:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000900,2026-05-10 13:53:00,Beverages,ITEM060,Tea,4,20,80,normal
ORD2026051000901,2026-05-10 09:43:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000902,2026-05-10 09:51:00,Beverages,ITEM070,Grape Juice,1,40,40,normal
ORD2026051000903,2026-05-10 13:54:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000904,2026-05-10 14:35:00,Beverages,ITEM071,Watermelon Juice,1,40,40,normal
ORD2026051000905,2026-05-10 11:55:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000906,2026-05-10 11:52:00,Beverages,ITEM073,Mango Juice,4,40,160,normal
ORD2026051000907,2026-05-10 11:24:00,Beverages,ITEM061,Coffee,3,25,75,normal
ORD2026051000908,2026-05-10 11:44:00,Beverages,ITEM062,Milk,3,20,60,normal
ORD2026051000909,2026-05-10 13:12:00,Beverages,ITEM062,Milk,1,20,20,normal
ORD2026051000910,2026-05-10 14:03:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000911,2026-05-10 11:59:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000912,2026-05-10 12:01:00,Beverages,ITEM064,Boost,1,25,25,normal
ORD2026051000913,2026-05-10 13:56:00,Beverages,ITEM062,Milk,1,20,20,normal
ORD2026051000914,2026-05-10 13:53:00,Beverages,ITEM069,Pineapple Juice,1,40,40,normal
ORD2026051000915,2026-05-10 09:40:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000916,2026-05-10 09:23:00,Beverages,ITEM062,Milk,1,20,20,normal
ORD2026051000917,2026-05-10 11:59:00,Beverages,ITEM063,Horlicks,1,25,25,normal
ORD2026051000918,2026-05-10 14:10:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000919,2026-05-10 11:26:00,Beverages,ITEM062,Milk,2,20,40,normal
ORD2026051000920,2026-05-10 14:08:00,Beverages,ITEM060,Tea,4,20,80,normal
ORD2026051000921,2026-05-10 12:21:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000922,2026-05-10 11:39:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000923,2026-05-10 13:44:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000924,2026-05-10 13:52:00,Beverages,ITEM061,Coffee,2,25,50,normal
ORD2026051000925,2026-05-10 12:41:00,Beverages,ITEM065,Lemon Tea,1,30,30,normal
ORD2026051000926,2026-05-10 11:55:00,Beverages,ITEM062,Milk,1,20,20,normal
ORD2026051000927,2026-05-10 10:36:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000928,2026-05-10 09:07:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000929,2026-05-10 13:44:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000930,2026-05-10 11:58:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000931,2026-05-10 14:10:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000932,2026-05-10 12:25:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000933,2026-05-10 14:11:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000934,2026-05-10 14:29:00,Beverages,ITEM076,Mango Milkshake,1,50,50,normal
ORD2026051000935,2026-05-10 11:28:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000936,2026-05-10 12:46:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000937,2026-05-10 12:26:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000938,2026-05-10 11:51:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000939,2026-05-10 13:23:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000940,2026-05-10 13:56:00,Beverages,ITEM064,Boost,1,25,25,normal
ORD2026051000941,2026-05-10 14:13:00,Beverages,ITEM061,Coffee,2,25,50,normal
ORD2026051000942,2026-05-10 13:47:00,Beverages,ITEM064,Boost,4,25,100,normal
ORD2026051000943,2026-05-10 13:30:00,Beverages,ITEM069,Pineapple Juice,1,40,40,normal
ORD2026051000944,2026-05-10 14:12:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000945,2026-05-10 11:28:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000946,2026-05-10 13:59:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000947,2026-05-10 12:42:00,Beverages,ITEM070,Grape Juice,1,40,40,normal
ORD2026051000948,2026-05-10 13:42:00,Beverages,ITEM062,Milk,1,20,20,normal
ORD2026051000949,2026-05-10 15:39:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000950,2026-05-10 11:54:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000951,2026-05-10 12:34:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000952,2026-05-10 12:20:00,Beverages,ITEM067,Black Coffee,1,25,25,normal
ORD2026051000953,2026-05-10 11:26:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000954,2026-05-10 13:58:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000955,2026-05-10 12:34:00,Beverages,ITEM073,Mango Juice,1,40,40,normal
ORD2026051000956,2026-05-10 13:28:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000957,2026-05-10 14:10:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000958,2026-05-10 11:33:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000959,2026-05-10 11:34:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000960,2026-05-10 13:24:00,Beverages,ITEM070,Grape Juice,1,40,40,normal
ORD2026051000961,2026-05-10 14:03:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000962,2026-05-10 14:11:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000963,2026-05-10 13:04:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000964,2026-05-10 10:04:00,Beverages,ITEM061,Coffee,4,25,100,normal
ORD2026051000965,2026-05-10 13:19:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000966,2026-05-10 13:57:00,Beverages,ITEM060,Tea,3,20,60,normal
ORD2026051000967,2026-05-10 11:27:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000968,2026-05-10 13:47:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000969,2026-05-10 14:10:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000970,2026-05-10 10:14:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000971,2026-05-10 12:28:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000972,2026-05-10 16:48:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000973,2026-05-10 13:09:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000974,2026-05-10 12:54:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000975,2026-05-10 12:20:00,Beverages,ITEM060,Tea,3,20,60,normal
ORD2026051000976,2026-05-10 10:10:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000977,2026-05-10 14:06:00,Beverages,ITEM067,Black Coffee,1,25,25,normal
ORD2026051000978,2026-05-10 11:28:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000979,2026-05-10 14:47:00,Beverages,ITEM060,Tea,2,20,40,normal
ORD2026051000980,2026-05-10 13:51:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000981,2026-05-10 13:57:00,Beverages,ITEM062,Milk,1,20,20,normal
ORD2026051000982,2026-05-10 14:09:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000983,2026-05-10 12:19:00,Beverages,ITEM064,Boost,1,25,25,normal
ORD2026051000984,2026-05-10 10:06:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000985,2026-05-10 13:38:00,Beverages,ITEM060,Tea,3,20,60,normal
ORD2026051000986,2026-05-10 13:36:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000987,2026-05-10 11:10:00,Beverages,ITEM072,Muskmelon Juice,1,40,40,normal
ORD2026051000988,2026-05-10 11:46:00,Beverages,ITEM078,Strawberry Milkshake,4,50,200,normal
ORD2026051000989,2026-05-10 09:14:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000990,2026-05-10 11:36:00,Beverages,ITEM069,Pineapple Juice,1,40,40,normal
ORD2026051000991,2026-05-10 11:30:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000992,2026-05-10 14:29:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000993,2026-05-10 11:49:00,Beverages,ITEM060,Tea,1,20,20,normal
ORD2026051000994,2026-05-10 14:03:00,Beverages,ITEM061,Coffee,1,25,25,normal
ORD2026051000995,2026-05-10 14:15:00,Beverages,ITEM066,Green Tea,1,30,30,normal
ORD2026051000996,2026-05-10 15:56:00,Beverages,ITEM063,Horlicks,1,25,25,normal
ORD2026051000997,2026-05-10 14:07:00,Beverages,ITEM063,Horlicks,1,25,25,normal
ORD2026051000998,2026-05-10 13:57:00,Beverages,ITEM069,Pineapple Juice,1,40,40,normal
ORD2026051000999,2026-05-10 13:41:00,Beverages,ITEM066,Green Tea,1,30,30,normal
ORD2026051001000,2026-05-10 12:53:00,Beverages,ITEM060,Tea,3,20,60,normal
ORD2026051100001,2026-05-11 13:49:00,Bakery,ITEM045,Maaza,1,20,20,normal
ORD2026051100002,2026-05-11 14:13:00,Bakery,ITEM057,Campa 20,1,20,20,normal
ORD2026051100003,2026-05-11 13:37:00,Bakery,ITEM004,"Samosa (Small, 4 Pieces)",1,30,30,normal
ORD2026051100004,2026-05-11 12:52:00,Bakery,ITEM017,Chips 20,1,20,20,normal
ORD2026051100005,2026-05-11 15:54:00,Bakery,ITEM005,Small Samosa Half Plate,1,15,15,normal
ORD2026051100006,2026-05-11 11:01:00,Bakery,ITEM005,Small Samosa Half Plate,1,15,15,normal
ORD2026051100007,2026-05-11 11:49:00,Bakery,ITEM004,"Samosa (Small, 4 Pieces)",1,30,30,normal
ORD2026051100008,2026-05-11 11:23:00,Bakery,ITEM003,Samosa (Big),1,25,25,normal
ORD2026051100009,2026-05-11 13:42:00,Bakery,ITEM018,Bingo 20,1,20,20,normal
ORD2026051100010,2026-05-11 13:07:00,Bakery,ITEM004,"Samosa (Small, 4 Pieces)",1,30,30,normal
ORD2026051100011,2026-05-11 13:49:00,Bakery,ITEM036,Ice Cream 50,1,50,50,normal
ORD2026051100012,2026-05-11 13:42:00,Bakery,ITEM016,Kurkure,1,20,20,normal
ORD2026051100013,2026-05-11 11:42:00,Bakery,ITEM034,Ice Cream 40,1,40,40,normal
ORD2026051100014,2026-05-11 12:05:00,Bakery,ITEM003,Samosa (Big),1,25,25,normal
ORD2026051100015,2026-05-11 12:56:00,Bakery,ITEM033,Ice Cream 35,1,35,35,normal
ORD2026051100016,2026-05-11 16:47:00,Bakery,ITEM042,Thums Up,1,20,20,normal
ORD2026051100017,2026-05-11 16:24:00,Bakery,ITEM048,Fanta,1,20,20,normal
ORD2026051100018,2026-05-11 14:06:00,Bakery,ITEM005,Small Samosa Half Plate,1,15,15,normal
ORD2026051100019,2026-05-11 10:09:00,Bakery,ITEM004,"Samosa (Small, 4 Pieces)",1,30,30,normal
ORD2026051100020,2026-05-11 09:22:00,Bakery,ITEM045,Maaza,1,20,20,normal
ORD2026051100021,2026-05-11 11:22:00,Bakery,ITEM049,Coca-Cola,1,20,20,normal
ORD2026051100022,2026-05-11 15:20:00,Bakery,ITEM047,Sprite,1,20,20,normal
ORD2026051100023,2026-05-11 13:21:00,Bakery,ITEM049,Coca-Cola,1,20,20,normal
ORD2026051100024,2026-05-11 13:47:00,Bakery,ITEM004,"Samosa (Small, 4 Pieces)",1,30,30,normal
ORD2026051100025,2026-05-11 12:49:00,Bakery,ITEM003,Samosa (Big),1,25,25,normal
ORD2026051100026,2026-05-11 13:39:00,Bakery,ITEM042,Thums Up,1,20,20,normal
ORD2026051100027,2026-05-11 13:26:00,Bakery,ITEM051,Appy Fizz,1,40,40,normal
ORD2026051100028,2026-05-11 14:03:00,Bakery,ITEM047,Sprite,1,20,20,normal
ORD2026051100029,2026-05-11 13:55:00,Bakery,ITEM050,Smooth 20,1,20,20,normal
ORD2026051100030,2026-05-11 11:29:00,Bakery,ITEM004,"Samosa (Small, 4 Pieces)",1,30,30,normal
ORD2026051100031,2026-05-11 14:04:00,Bakery,ITEM042,Thums Up,1,20,20,normal
ORD2026051100032,2026-05-11 13:08:00,Bakery,ITEM014,Biscuit 35,1,35,35,normal
ORD2026051100033,2026-05-11 11:46:00,Bakery,ITEM048,Fanta,1,20,20,normal
ORD2026051100034,2026-05-11 11:26:00,Bakery,ITEM005,Small Samosa Half Plate,1,15,15,normal
ORD2026051100035,2026-05-11 12:32:00,Bakery,ITEM006,Cream Bun,1,25,25,normal
ORD2026051100036,2026-05-11 15:29:00,Bakery,ITEM004,"Samosa (Small, 4 Pieces)",2,30,60,normal
ORD2026051100037,2026-05-11 12:44:00,Bakery,ITEM040,Badam Milk,1,40,40,normal
ORD2026051100038,2026-05-11 10:16:00,Bakery,ITEM003,Samosa (Big),1,25,25,normal
ORD2026051100039,2026-05-11 13:47:00,Bakery,ITEM004,"Samosa (Small, 4 Pieces)",1,30,30,normal
ORD2026051100040,2026-05-11 14:14:00,Bakery,ITEM049,Coca-Cola,1,20,20,normal
ORD2026051100041,2026-05-11 11:37:00,Bakery,ITEM005,Small Samosa Half Plate,1,15,15,normal
ORD2026051100042,2026-05-11 13:59:00,Bakery,ITEM045,Maaza,1,20,20,normal
ORD2026051100043,2026-05-11 11:56:00,Bakery,ITEM051,Appy Fizz,3,40,120,normal
ORD2026051100044,2026-05-11 12:42:00,Bakery,ITEM004,"Samosa (Small, 4 Pieces)",1,30,30,normal
ORD2026051100045,2026-05-11 13:10:00,Bakery,ITEM053,Red Bull,1,125,125,normal
ORD2026051100046,2026-05-11 12:50:00,Bakery,ITEM005,Small Samosa Half Plate,1,15,15,normal
ORD2026051100047,2026-05-11 11:23:00,Bakery,ITEM004,"Samosa (Small, 4 Pieces)",3,30,90,normal
ORD2026051100048,2026-05-11 13:45:00,Bakery,ITEM004,"Samosa (Small, 4 Pieces)",1,30,30,normal
ORD2026051100049,2026-05-11 11:33:00,Bakery,ITEM005,Small Samosa Half Plate,1,15,15,normal
ORD2026051100050,2026-05-11 11:34:00,Bakery,ITEM004,"Samosa (Small, 4 Pieces)",3,30,90,normal
ORD2026051100051,2026-05-11 11:40:00,Bakery,ITEM018,Bingo 20,1,20,20,normal
ORD2026051100052,2026-05-11 13:06:00,Bakery,ITEM004,"Samosa (Small, 4 Pieces)",1,30,30,normal
ORD2026051100053,2026-05-11 12:59:00,Bakery,ITEM017,Chips 20,3,20,60,normal
ORD2026051100054,2026-05-11 13:49:00,Bakery,ITEM004,"Samosa (Small, 4 Pieces)",1,30,30,normal
ORD2026051100055,2026-05-11 11:37:00,Bakery,ITEM003,Samosa (Big),1,25,25,normal
ORD2026051100056,2026-05-11 11:47:00,Bakery,ITEM001,Egg Puff,1,30,30,normal
ORD2026051100057,2026-05-11 12:52:00,Bakery,ITEM016,Kurkure,4,20,80,normal
ORD2026051100058,2026-05-11 10:04:00,Bakery,ITEM037,Ice Cream 70,1,70,70,normal
ORD2026051100059,2026-05-11 12:46:00,Bakery,ITEM004,"Samosa (Small, 4 Pieces)",1,30,30,normal
ORD2026051100060,2026-05-11 12:05:00,Bakery,ITEM047,Sprite,1,20,20,normal
ORD2026051100061,2026-05-11 11:38:00,Bakery,ITEM018,Bingo 20,1,20,20,normal
ORD2026051100062,2026-05-11 14:02:00,Bakery,ITEM003,Samosa (Big),1,25,25,normal
ORD2026051100063,2026-05-11 14:02:00,Bakery,ITEM047,Sprite,3,20,60,normal
ORD2026051100064,2026-05-11 13:23:00,Bakery,ITEM047,Sprite,1,20,20,normal
ORD2026051100065,2026-05-11 11:48:00,Bakery,ITEM015,Lays,1,20,20,normal
ORD2026051100066,2026-05-11 11:28:00,Bakery,ITEM003,Samosa (Big),1,25,25,normal
ORD2026051100067,2026-05-11 11:32:00,Bakery,ITEM037,Ice Cream 70,1,70,70,normal
ORD2026051100068,2026-05-11 11:58:00,Bakery,ITEM003,Samosa (Big),1,25,25,normal
ORD2026051100069,2026-05-11 11:58:00,Bakery,ITEM050,Smooth 20,1,20,20,normal
ORD2026051100070,2026-05-11 11:07:00,Bakery,ITEM047,Sprite,2,20,40,normal
ORD2026051100071,2026-05-11 14:09:00,Bakery,ITEM009,Dilkhush,1,25,25,normal
